"","dynamicColors","mergedColors"
"MTA2","grey","grey"
"MTA3","grey","grey"
"MTAP","green","black"
"MTBP","cyan","cyan"
"MTCH1","red","black"
"MTCH2","black","black"
"MTCL1","grey","grey"
"MTCP1","grey","grey"
"MTDH","black","black"
"MTERF1","blue","black"
"MTERF2","grey","grey"
"MTERF3","green","black"
"MTERF4","yellow","black"
"MTF1","turquoise","turquoise"
"MTF2","green","black"
"MTFMT","red","black"
"MTFP1","grey","grey"
"MTFR1","red","black"
"MTFR1L","grey","grey"
"MTFR2","midnightblue","cyan"
"MTG1","brown","pink"
"MTG2","grey","grey"
"MTHFD1","cyan","cyan"
"MTHFD1L","green","black"
"MTHFD2","grey","grey"
"MTHFD2L","grey","grey"
"MTHFR","grey","grey"
"MTHFS","grey","grey"
"MTHFSD","grey","grey"
"MTIF2","black","black"
"MTIF3","grey","grey"
"MTM1","magenta","pink"
"MTMR1","grey","grey"
"MTMR10","pink","pink"
"MTMR11","turquoise","turquoise"
"MTMR12","grey","grey"
"MTMR14","turquoise","turquoise"
"MTMR2","green","black"
"MTMR3","turquoise","turquoise"
"MTMR4","grey","grey"
"MTMR6","turquoise","turquoise"
"MTMR7","blue","black"
"MTMR8","grey","grey"
"MTMR9","red","black"
"MTO1","grey","grey"
"MTOR","green","black"
"MTPAP","green","black"
"MTPN","pink","pink"
"MTR","green","black"
"MTRF1","yellow","black"
"MTRF1L","grey","grey"
"MTRNR2L1","grey","grey"
"MTRNR2L10","brown","pink"
"MTRNR2L3","brown","pink"
"MTRNR2L4","lightcyan","lightcyan"
"MTRNR2L5","brown","pink"
"MTRNR2L6","brown","pink"
"MTRNR2L7","lightcyan","lightcyan"
"MTRNR2L8","grey","grey"
"MTRR","grey","grey"
"MTSS1","turquoise","turquoise"
"MTURN","grey","grey"
"MTUS2","grey","grey"
"MTX1","grey","grey"
"MTX2","tan","tan"
"MTX3","grey","grey"
"MUC1","grey","grey"
"MUC20","grey","grey"
"MUC5B","grey","grey"
"MUC6","grey","grey"
"MUL1","magenta","pink"
"MUS81","brown","pink"
"MUSTN1","grey","grey"
"MUTYH","brown","pink"
"MVB12A","grey","grey"
"MVB12B","grey","grey"
"MVD","brown","pink"
"MVK","grey","grey"
"MVP","turquoise","turquoise"
"MX1","turquoise","turquoise"
"MX2","turquoise","turquoise"
"MXD1","grey","grey"
"MXD3","brown","pink"
"MXD4","brown","pink"
"MXI1","grey","grey"
"MXRA7","grey","grey"
"MXRA8","grey","grey"
"MYADM","grey","grey"
"MYB","turquoise","turquoise"
"MYBBP1A","pink","pink"
"MYBL1","greenyellow","greenyellow"
"MYBL2","midnightblue","cyan"
"MYBPC3","grey","grey"
"MYBPH","turquoise","turquoise"
"MYC","grey","grey"
"MYCBP","grey","grey"
"MYCBP2","blue","black"
"MYCBPAP","grey","grey"
"MYCL","turquoise","turquoise"
"MYCN","turquoise","turquoise"
"MYCT1","purple","purple"
"MYD88","turquoise","turquoise"
"MYDGF","blue","black"
"MYEF2","grey","grey"
"MYH10","purple","purple"
"MYH11","grey","grey"
"MYH3","grey","grey"
"MYH7B","grey","grey"
"MYH9","turquoise","turquoise"
"MYL12A","turquoise","turquoise"
"MYL12B","grey","grey"
"MYL4","purple","purple"
"MYL5","grey","grey"
"MYL6","green","black"
"MYL6B","turquoise","turquoise"
"MYL9","grey","grey"
"MYLIP","grey","grey"
"MYLK","grey","grey"
"MYLK2","grey","grey"
"MYLK4","grey","grey"
"MYLPF","grey","grey"
"MYNN","red","black"
"MYO10","salmon","salmon"
"MYO15B","brown","pink"
"MYO18A","grey","grey"
"MYO19","cyan","cyan"
"MYO1A","grey","grey"
"MYO1B","grey","grey"
"MYO1C","turquoise","turquoise"
"MYO1D","grey","grey"
"MYO1E","turquoise","turquoise"
"MYO1F","turquoise","turquoise"
"MYO1G","turquoise","turquoise"
"MYO1H","grey","grey"
"MYO5A","turquoise","turquoise"
"MYO5B","yellow","black"
"MYO5C","grey","grey"
"MYO6","greenyellow","greenyellow"
"MYO7A","turquoise","turquoise"
"MYO7B","grey","grey"
"MYO9A","blue","black"
"MYO9B","brown","pink"
"MYOF","turquoise","turquoise"
"MYOM1","grey","grey"
"MYOM2","grey","grey"
"MYOT","grey","grey"
"MYOZ3","yellow","black"
"MYPOP","brown","pink"
"MYRF","grey","grey"
"MYRIP","grey","grey"
"MYSM1","blue","black"
"MYT1","grey","grey"
"MZB1","grey","grey"
"MZF1","brown","pink"
"MZT1","black","black"
"MZT2A","pink","pink"
"MZT2B","magenta","pink"
"N4BP1","grey","grey"
"N4BP2","blue","black"
"N4BP2L1","grey","grey"
"N4BP2L2","blue","black"
"N4BP3","grey","grey"
"N6AMT1","yellow","black"
"NAA10","brown","pink"
"NAA15","black","black"
"NAA16","blue","black"
"NAA20","grey","grey"
"NAA25","blue","black"
"NAA30","red","black"
"NAA35","green","black"
"NAA38","grey","grey"
"NAA40","grey","grey"
"NAA50","black","black"
"NAA60","red","black"
"NAAA","turquoise","turquoise"
"NAALAD2","grey","grey"
"NAALADL1","grey","grey"
"NAALADL2","turquoise","turquoise"
"NAB1","red","black"
"NAB2","grey","grey"
"NABP1","grey","grey"
"NABP2","pink","pink"
"NACA","tan","tan"
"NACA2","brown","pink"
"NACC1","magenta","pink"
"NACC2","turquoise","turquoise"
"NADK","turquoise","turquoise"
"NADK2","green","black"
"NADSYN1","brown","pink"
"NAE1","green","black"
"NAF1","green","black"
"NAGA","turquoise","turquoise"
"NAGK","turquoise","turquoise"
"NAGLU","brown","pink"
"NAGPA","magenta","pink"
"NAGS","grey","grey"
"NAIF1","magenta","pink"
"NAIP","turquoise","turquoise"
"NAMPT","turquoise","turquoise"
"NANOS1","turquoise","turquoise"
"NANOS3","grey","grey"
"NANP","green","black"
"NANS","grey","grey"
"NAP1L1","tan","tan"
"NAP1L2","purple","purple"
"NAP1L3","greenyellow","greenyellow"
"NAP1L4","green","black"
"NAP1L5","lightcyan","lightcyan"
"NAPA","red","black"
"NAPB","yellow","black"
"NAPEPLD","red","black"
"NAPG","magenta","pink"
"NAPRT","brown","pink"
"NAPSA","grey","grey"
"NARF","purple","purple"
"NARS","black","black"
"NARS2","turquoise","turquoise"
"NASP","cyan","cyan"
"NAT1","red","black"
"NAT10","green","black"
"NAT14","pink","pink"
"NAT8","grey","grey"
"NAT8L","grey","grey"
"NAT9","grey","grey"
"NATD1","grey","grey"
"NAV1","grey","grey"
"NAV2","salmon","salmon"
"NAV3","grey","grey"
"NAXD","grey","grey"
"NAXE","magenta","pink"
"NBAS","green","black"
"NBEA","grey","grey"
"NBEAL1","blue","black"
"NBEAL2","brown","pink"
"NBL1","grey","grey"
"NBN","black","black"
"NBPF1","yellow","black"
"NBPF10","turquoise","turquoise"
"NBPF11","yellow","black"
"NBPF12","grey","grey"
"NBPF14","turquoise","turquoise"
"NBPF15","greenyellow","greenyellow"
"NBPF19","grey","grey"
"NBPF20","grey","grey"
"NBPF26","grey","grey"
"NBPF3","grey","grey"
"NBPF9","grey","grey"
"NBR1","pink","pink"
"NCALD","grey","grey"
"NCAM1","grey","grey"
"NCAM2","grey","grey"
"NCAPD2","midnightblue","cyan"
"NCAPD3","cyan","cyan"
"NCAPG","midnightblue","cyan"
"NCAPG2","midnightblue","cyan"
"NCAPH","midnightblue","cyan"
"NCAPH2","brown","pink"
"NCBP1","blue","black"
"NCBP2","black","black"
"NCBP3","grey","grey"
"NCDN","pink","pink"
"NCEH1","turquoise","turquoise"
"NCF1","turquoise","turquoise"
"NCF2","turquoise","turquoise"
"NCF4","grey","grey"
"NCK1","red","black"
"NCK2","grey","grey"
"NCKAP1L","turquoise","turquoise"
"NCKAP5L","magenta","pink"
"NCKIPSD","grey","grey"
"NCL","black","black"
"NCLN","magenta","pink"
"NCOA1","blue","black"
"NCOA2","blue","black"
"NCOA3","blue","black"
"NCOA4","grey","grey"
"NCOA5","grey","grey"
"NCOA6","blue","black"
"NCOA7","grey","grey"
"NCOR1","black","black"
"NCOR2","turquoise","turquoise"
"NCR1","greenyellow","greenyellow"
"NCR3","greenyellow","greenyellow"
"NCR3LG1","grey","grey"
"NCS1","purple","purple"
"NCSTN","grey","grey"
"NDC1","cyan","cyan"
"NDC80","midnightblue","cyan"
"NDE1","grey","grey"
"NDEL1","grey","grey"
"NDFIP1","turquoise","turquoise"
"NDFIP2","grey","grey"
"NDN","grey","grey"
"NDOR1","brown","pink"
"NDRG1","grey","grey"
"NDRG2","grey","grey"
"NDRG3","grey","grey"
"NDRG4","grey","grey"
"NDST1","grey","grey"
"NDST2","grey","grey"
"NDST3","grey","grey"
"NDUFA1","grey","grey"
"NDUFA10","grey","grey"
"NDUFA11","brown","pink"
"NDUFA12","grey","grey"
"NDUFA13","magenta","pink"
"NDUFA2","blue","black"
"NDUFA3","blue","black"
"NDUFA4","grey","grey"
"NDUFA4L2","grey","grey"
"NDUFA5","brown","pink"
"NDUFA6","grey","grey"
"NDUFA7","grey","grey"
"NDUFA8","grey","grey"
"NDUFA9","grey","grey"
"NDUFAB1","grey","grey"
"NDUFAF1","grey","grey"
"NDUFAF2","tan","tan"
"NDUFAF3","magenta","pink"
"NDUFAF4","tan","tan"
"NDUFAF5","grey","grey"
"NDUFAF6","green","black"
"NDUFAF7","yellow","black"
"NDUFB1","grey","grey"
"NDUFB10","blue","black"
"NDUFB11","pink","pink"
"NDUFB2","grey","grey"
"NDUFB3","grey","grey"
"NDUFB4","tan","tan"
"NDUFB5","brown","pink"
"NDUFB6","tan","tan"
"NDUFB7","magenta","pink"
"NDUFB8","magenta","pink"
"NDUFB9","grey","grey"
"NDUFC1","grey","grey"
"NDUFC2","grey","grey"
"NDUFS1","black","black"
"NDUFS2","grey","grey"
"NDUFS3","pink","pink"
"NDUFS4","tan","tan"
"NDUFS5","grey","grey"
"NDUFS6","blue","black"
"NDUFS7","magenta","pink"
"NDUFS8","magenta","pink"
"NDUFV1","brown","pink"
"NDUFV2","grey","grey"
"NDUFV3","grey","grey"
"NEB","lightcyan","lightcyan"
"NECAB1","purple","purple"
"NECAB3","grey","grey"
"NECAP1","grey","grey"
"NECAP2","turquoise","turquoise"
"NECTIN1","grey","grey"
"NECTIN2","grey","grey"
"NECTIN4","grey","grey"
"NEDD1","red","black"
"NEDD4","green","black"
"NEDD4L","purple","purple"
"NEDD8","magenta","pink"
"NEDD9","turquoise","turquoise"
"NEFH","grey","grey"
"NEGR1","grey","grey"
"NEIL1","grey","grey"
"NEIL2","grey","grey"
"NEIL3","midnightblue","cyan"
"NEK1","red","black"
"NEK10","grey","grey"
"NEK11","grey","grey"
"NEK2","midnightblue","cyan"
"NEK3","grey","grey"
"NEK4","blue","black"
"NEK5","yellow","black"
"NEK6","turquoise","turquoise"
"NEK7","red","black"
"NEK8","grey","grey"
"NEK9","black","black"
"NELFA","pink","pink"
"NELFB","brown","pink"
"NELFCD","grey","grey"
"NELFE","blue","black"
"NELL2","greenyellow","greenyellow"
"NEMF","magenta","pink"
"NEMP1","cyan","cyan"
"NEMP2","blue","black"
"NENF","tan","tan"
"NEO1","purple","purple"
"NET1","cyan","cyan"
"NETO2","grey","grey"
"NEU1","green","black"
"NEU3","green","black"
"NEU4","grey","grey"
"NEURL1","grey","grey"
"NEURL1B","grey","grey"
"NEURL2","grey","grey"
"NEURL4","brown","pink"
"NEXN","grey","grey"
"NF1","blue","black"
"NF2","grey","grey"
"NFAM1","turquoise","turquoise"
"NFAT5","blue","black"
"NFATC1","grey","grey"
"NFATC2","grey","grey"
"NFATC2IP","grey","grey"
"NFATC3","blue","black"
"NFE2","grey","grey"
"NFE2L1","grey","grey"
"NFE2L2","grey","grey"
"NFE2L3","grey","grey"
"NFIA","purple","purple"
"NFIC","grey","grey"
"NFIL3","grey","grey"
"NFIX","grey","grey"
"NFKB1","turquoise","turquoise"
"NFKB2","turquoise","turquoise"
"NFKBIA","yellow","black"
"NFKBIB","red","black"
"NFKBID","grey","grey"
"NFKBIE","red","black"
"NFKBIL1","magenta","pink"
"NFKBIZ","turquoise","turquoise"
"NFRKB","grey","grey"
"NFS1","grey","grey"
"NFU1","tan","tan"
"NFX1","yellow","black"
"NFXL1","green","black"
"NFYA","green","black"
"NFYB","green","black"
"NFYC","grey","grey"
"NGDN","grey","grey"
"NGFR","salmon","salmon"
"NGLY1","green","black"
"NGRN","grey","grey"
"NHEJ1","grey","grey"
"NHLH1","grey","grey"
"NHLRC1","grey","grey"
"NHLRC2","yellow","black"
"NHLRC3","grey","grey"
"NHLRC4","pink","pink"
"NHP2","pink","pink"
"NHS","turquoise","turquoise"
"NHSL1","grey","grey"
"NHSL2","turquoise","turquoise"
"NICN1","grey","grey"
"NID1","turquoise","turquoise"
"NID2","salmon","salmon"
"NIF3L1","midnightblue","cyan"
"NIFK","black","black"
"NIM1K","grey","grey"
"NIN","blue","black"
"NINJ1","turquoise","turquoise"
"NINJ2","grey","grey"
"NINL","grey","grey"
"NIP7","black","black"
"NIPA1","grey","grey"
"NIPA2","black","black"
"NIPAL2","grey","grey"
"NIPAL3","green","black"
"NIPAL4","greenyellow","greenyellow"
"NIPBL","blue","black"
"NIPSNAP1","turquoise","turquoise"
"NIPSNAP3A","black","black"
"NIPSNAP3B","grey","grey"
"NISCH","brown","pink"
"NIT1","grey","grey"
"NIT2","green","black"
"NKAP","grey","grey"
"NKAPL","grey","grey"
"NKD1","turquoise","turquoise"
"NKD2","grey","grey"
"NKG7","grey","grey"
"NKIRAS1","blue","black"
"NKIRAS2","grey","grey"
"NKPD1","grey","grey"
"NKRF","black","black"
"NKTR","blue","black"
"NKX3-1","grey","grey"
"NKX6-2","grey","grey"
"NLE1","green","black"
"NLGN2","grey","grey"
"NLGN3","grey","grey"
"NLK","red","black"
"NLN","grey","grey"
"NLRC3","grey","grey"
"NLRC4","turquoise","turquoise"
"NLRC5","greenyellow","greenyellow"
"NLRP1","turquoise","turquoise"
"NLRP12","turquoise","turquoise"
"NLRP2","grey","grey"
"NLRP3","turquoise","turquoise"
"NLRP6","greenyellow","greenyellow"
"NLRP7","grey","grey"
"NLRX1","grey","grey"
"NMB","grey","grey"
"NMD3","tan","tan"
"NME1","pink","pink"
"NME2","tan","tan"
"NME3","magenta","pink"
"NME4","pink","pink"
"NME6","grey","grey"
"NME7","turquoise","turquoise"
"NME8","grey","grey"
"NME9","lightcyan","lightcyan"
"NMI","grey","grey"
"NMNAT1","turquoise","turquoise"
"NMNAT3","purple","purple"
"NMRAL1","brown","pink"
"NMRK1","grey","grey"
"NMRK2","turquoise","turquoise"
"NMT1","grey","grey"
"NMT2","grey","grey"
"NMU","purple","purple"
"NMUR1","grey","grey"
"NNAT","grey","grey"
"NNMT","salmon","salmon"
"NNT","black","black"
"NOA1","tan","tan"
"NOB1","tan","tan"
"NOC2L","pink","pink"
"NOC3L","green","black"
"NOC4L","magenta","pink"
"NOCT","grey","grey"
"NOD1","grey","grey"
"NOD2","turquoise","turquoise"
"NODAL","grey","grey"
"NOG","grey","grey"
"NOL10","black","black"
"NOL11","green","black"
"NOL12","brown","pink"
"NOL3","brown","pink"
"NOL4L","turquoise","turquoise"
"NOL6","pink","pink"
"NOL7","tan","tan"
"NOL8","yellow","black"
"NOL9","green","black"
"NOLC1","black","black"
"NOM1","cyan","cyan"
"NOMO1","grey","grey"
"NOMO2","grey","grey"
"NOMO3","grey","grey"
"NONO","cyan","cyan"
"NOP10","green","black"
"NOP14","green","black"
"NOP16","grey","grey"
"NOP2","grey","grey"
"NOP56","grey","grey"
"NOP58","black","black"
"NOP9","grey","grey"
"NOS1AP","grey","grey"
"NOS3","turquoise","turquoise"
"NOSIP","brown","pink"
"NOSTRIN","midnightblue","cyan"
"NOTCH1","grey","grey"
"NOTCH2","turquoise","turquoise"
"NOTCH3","salmon","salmon"
"NOTCH4","grey","grey"
"NOTUM","grey","grey"
"NOXA1","brown","pink"
"NOXRED1","grey","grey"
"NPAS1","grey","grey"
"NPAT","blue","black"
"NPBWR2","grey","grey"
"NPC1","grey","grey"
"NPC2","turquoise","turquoise"
"NPDC1","grey","grey"
"NPEPL1","magenta","pink"
"NPEPPS","blue","black"
"NPHP3","grey","grey"
"NPHP4","grey","grey"
"NPIPA1","grey","grey"
"NPIPA3","grey","grey"
"NPIPA5","grey","grey"
"NPIPB11","grey","grey"
"NPIPB15","grey","grey"
"NPIPB3","grey","grey"
"NPIPB4","grey","grey"
"NPIPB5","grey","grey"
"NPIPB6","grey","grey"
"NPIPB8","grey","grey"
"NPL","turquoise","turquoise"
"NPLOC4","turquoise","turquoise"
"NPM1","green","black"
"NPM2","turquoise","turquoise"
"NPM3","pink","pink"
"NPPA","grey","grey"
"NPPB","grey","grey"
"NPR2","grey","grey"
"NPR3","grey","grey"
"NPRL2","purple","purple"
"NPRL3","pink","pink"
"NPTN","turquoise","turquoise"
"NPTX1","grey","grey"
"NPTX2","grey","grey"
"NPTXR","grey","grey"
"NPW","grey","grey"
"NQO1","grey","grey"
"NQO2","grey","grey"
"NR1D1","grey","grey"
"NR1D2","grey","grey"
"NR1H2","magenta","pink"
"NR1H3","grey","grey"
"NR1I2","grey","grey"
"NR1I3","grey","grey"
"NR2C1","yellow","black"
"NR2C2","blue","black"
"NR2C2AP","pink","pink"
"NR2E3","grey","grey"
"NR2F6","pink","pink"
"NR3C1","blue","black"
"NR3C2","greenyellow","greenyellow"
"NR4A1","turquoise","turquoise"
"NR4A2","grey","grey"
"NR4A3","grey","grey"
"NR5A1","grey","grey"
"NR6A1","grey","grey"
"NRARP","grey","grey"
"NRAS","black","black"
"NRBF2","turquoise","turquoise"
"NRBP1","grey","grey"
"NRBP2","turquoise","turquoise"
"NRDC","black","black"
"NRDE2","grey","grey"
"NREP","turquoise","turquoise"
"NRF1","grey","grey"
"NRG4","grey","grey"
"NRGN","turquoise","turquoise"
"NRIP1","grey","grey"
"NRIP2","yellow","black"
"NRIP3","grey","grey"
"NRL","grey","grey"
"NRM","grey","grey"
"NRP1","grey","grey"
"NRP2","grey","grey"
"NRROS","grey","grey"
"NRSN2","grey","grey"
"NRTN","grey","grey"
"NRXN2","grey","grey"
"NSA2","tan","tan"
"NSD1","blue","black"
"NSDHL","grey","grey"
"NSF","grey","grey"
"NSFL1C","grey","grey"
"NSG1","greenyellow","greenyellow"
"NSL1","red","black"
"NSMAF","green","black"
"NSMCE1","grey","grey"
"NSMCE2","grey","grey"
"NSMCE3","grey","grey"
"NSMCE4A","grey","grey"
"NSMF","magenta","pink"
"NSRP1","black","black"
"NSUN2","grey","grey"
"NSUN3","blue","black"
"NSUN4","grey","grey"
"NSUN5","grey","grey"
"NSUN6","yellow","black"
"NSUN7","grey","grey"
"NT5C","magenta","pink"
"NT5C2","blue","black"
"NT5C3A","grey","grey"
"NT5C3B","grey","grey"
"NT5DC1","grey","grey"
"NT5DC2","grey","grey"
"NT5DC3","grey","grey"
"NT5E","grey","grey"
"NT5M","turquoise","turquoise"
"NTAN1","grey","grey"
"NTHL1","pink","pink"
"NTMT1","grey","grey"
"NTN1","grey","grey"
"NTN3","grey","grey"
"NTN5","grey","grey"
"NTNG2","turquoise","turquoise"
"NTPCR","turquoise","turquoise"
"NTRK1","grey","grey"
"NTSR1","grey","grey"
"NUAK2","turquoise","turquoise"
"NUB1","grey","grey"
"NUBP1","grey","grey"
"NUBP2","magenta","pink"
"NUBPL","turquoise","turquoise"
"NUCB1","magenta","pink"
"NUCB2","turquoise","turquoise"
"NUCKS1","cyan","cyan"
"NUDC","pink","pink"
"NUDCD1","green","black"
"NUDCD2","green","black"
"NUDCD3","grey","grey"
"NUDT1","grey","grey"
"NUDT10","grey","grey"
"NUDT12","grey","grey"
"NUDT13","blue","black"
"NUDT14","grey","grey"
"NUDT15","cyan","cyan"
"NUDT16","turquoise","turquoise"
"NUDT16L1","magenta","pink"
"NUDT17","grey","grey"
"NUDT18","grey","grey"
"NUDT19","grey","grey"
"NUDT2","grey","grey"
"NUDT21","black","black"
"NUDT22","magenta","pink"
"NUDT3","blue","black"
"NUDT4","grey","grey"
"NUDT5","grey","grey"
"NUDT6","green","black"
"NUDT7","grey","grey"
"NUDT8","grey","grey"
"NUDT9","black","black"
"NUF2","midnightblue","cyan"
"NUFIP1","green","black"
"NUFIP2","blue","black"
"NUGGC","grey","grey"
"NUMA1","brown","pink"
"NUMB","turquoise","turquoise"
"NUMBL","brown","pink"
"NUP107","green","black"
"NUP133","black","black"
"NUP153","green","black"
"NUP155","cyan","cyan"
"NUP160","black","black"
"NUP188","pink","pink"
"NUP205","cyan","cyan"
"NUP210","grey","grey"
"NUP210L","grey","grey"
"NUP214","grey","grey"
"NUP35","green","black"
"NUP37","black","black"
"NUP43","red","black"
"NUP50","blue","black"
"NUP54","black","black"
"NUP58","red","black"
"NUP62","grey","grey"
"NUP62CL","purple","purple"
"NUP85","grey","grey"
"NUP88","black","black"
"NUP93","grey","grey"
"NUP98","green","black"
"NUS1","brown","pink"
"NUSAP1","midnightblue","cyan"
"NUTF2","pink","pink"
"NUTM1","grey","grey"
"NUTM2A","grey","grey"
"NUTM2B","grey","grey"
"NUTM2D","grey","grey"
"NUTM2G","grey","grey"
"NVL","red","black"
"NXF1","green","black"
"NXF3","grey","grey"
"NXN","grey","grey"
"NXNL1","grey","grey"
"NXPE3","turquoise","turquoise"
"NXPH3","grey","grey"
"NXT1","pink","pink"
"NXT2","grey","grey"
"NYNRIN","grey","grey"
"OAF","grey","grey"
"OARD1","grey","grey"
"OAS1","turquoise","turquoise"
"OAS2","turquoise","turquoise"
"OAS3","turquoise","turquoise"
"OASL","turquoise","turquoise"
"OAT","purple","purple"
"OAZ1","green","black"
"OAZ2","grey","grey"
"OAZ3","grey","grey"
"OBSCN","grey","grey"
"OBSL1","grey","grey"
"OCEL1","green","black"
"OCIAD1","red","black"
"OCIAD2","turquoise","turquoise"
"OCLM","blue","black"
"OCLN","grey","grey"
"OCM","grey","grey"
"OCRL","grey","grey"
"ODC1","cyan","cyan"
"ODF2","midnightblue","cyan"
"ODF2L","blue","black"
"ODF3","grey","grey"
"ODF3B","turquoise","turquoise"
"ODF3L1","grey","grey"
"OFD1","grey","grey"
"OGDH","turquoise","turquoise"
"OGFOD1","green","black"
"OGFOD2","brown","pink"
"OGFOD3","pink","pink"
"OGFR","turquoise","turquoise"
"OGFRL1","turquoise","turquoise"
"OGG1","grey","grey"
"OGN","cyan","cyan"
"OGT","blue","black"
"OIP5","midnightblue","cyan"
"OLA1","tan","tan"
"OLFM2","grey","grey"
"OLFM4","grey","grey"
"OLFML1","salmon","salmon"
"OLFML2A","grey","grey"
"OLFML2B","salmon","salmon"
"OLFML3","salmon","salmon"
"OLIG1","grey","grey"
"OLIG2","grey","grey"
"OLR1","grey","grey"
"OMA1","red","black"
"OMD","cyan","cyan"
"OMG","blue","black"
"OMP","grey","grey"
"OOSP1","grey","grey"
"OPA1","black","black"
"OPA3","grey","grey"
"OPHN1","grey","grey"
"OPLAH","grey","grey"
"OPN1SW","grey","grey"
"OPN3","grey","grey"
"OPRL1","turquoise","turquoise"
"OPTN","greenyellow","greenyellow"
"OR10AD1","grey","grey"
"OR11L1","grey","grey"
"OR13C3","lightcyan","lightcyan"
"OR13C5","grey","grey"
"OR13D1","blue","black"
"OR13F1","grey","grey"
"OR13G1","grey","grey"
"OR1K1","grey","grey"
"OR1L4","grey","grey"
"OR1L6","grey","grey"
"OR1L8","grey","grey"
"OR2A7","grey","grey"
"OR2AE1","grey","grey"
"OR2AK2","grey","grey"
"OR2B11","turquoise","turquoise"
"OR2B2","grey","grey"
"OR2B6","grey","grey"
"OR2C1","grey","grey"
"OR2G2","grey","grey"
"OR2G3","grey","grey"
"OR2L13","grey","grey"
"OR2L2","grey","grey"
"OR2L3","grey","grey"
"OR2L5","grey","grey"
"OR2T33","grey","grey"
"OR2T8","grey","grey"
"OR2W3","grey","grey"
"OR51B4","grey","grey"
"OR52B2","grey","grey"
"OR52B6","yellow","black"
"OR52H1","yellow","black"
"OR52I1","grey","grey"
"OR52K1","turquoise","turquoise"
"OR52K2","turquoise","turquoise"
"OR52N1","grey","grey"
"OR52N2","grey","grey"
"OR52N4","grey","grey"
"OR52W1","grey","grey"
"OR56B1","grey","grey"
"OR5B21","grey","grey"
"OR5C1","grey","grey"
"OR5K2","grey","grey"
"OR9A4","grey","grey"
"ORAI1","grey","grey"
"ORAI2","grey","grey"
"ORAI3","grey","grey"
"ORC1","cyan","cyan"
"ORC2","red","black"
"ORC3","red","black"
"ORC4","red","black"
"ORC5","red","black"
"ORC6","cyan","cyan"
"ORM1","grey","grey"
"ORM2","grey","grey"
"ORMDL1","grey","grey"
"ORMDL2","grey","grey"
"ORMDL3","turquoise","turquoise"
"OS9","red","black"
"OSBP","black","black"
"OSBP2","purple","purple"
